Index,Comment,Correct Label,chatgpt by rohan
365,আছল কথা একেবাৰতে নকৈ কিয় একে কথাকে গৰুৱে ঘাঁহ পাগুলা দৰে পাগুলি থাকে আৰুতো বাতৰি চাব লাগিব,0,0
366,অভিনেত্ৰীগৰাকীক ক’লা স্বচ্ছ টপ পিন্ধা দেখা গৈছে। ,0,0
367,"শ্ৰিয়াই ওপৰৰ বুটামটো খোলা ৰাখিছে, যাৰ পৰা তাইৰ ব্ৰেলেট টপস্পষ্টভাৱে দৃশ্যমান।",1,0
368,{ উফ কি লিখিছে বে},0,0
369,এনেহেন পষ্ট দিলে পাৰৰ উষ্ণতা বৃদ্ধি হোৱা টো সাৱাভিক...... লগতে হিউমেন বডীৰ প্ৰত্যেক টো অংগ শক্তি শালি হৈ উঠে 🔥,0,0
370,🤔ফোনটো সেই কাৰণেহে গৰম হৈছে মানে !?!?,0,0
371,কৰিব দিব নিকি ?৯,1,0
372,৫২ বছৰত যৌৱন প্ৰাপ্ত হ্বই কাৰণ ফুলকুমলীয়া হৈ আছে যে! আমি হে বুঢ়া হলো🥸🥸,0,0
373,কেইদিনমান পথাৰত কাম কৰক গ্লেমাৰ কত থাকে তেতিয়া বুজিম । ,0,0
374,দুই দিনত পোইতা ভাত হ'ব বাপেকে ।,0,0
375,এইজনেই হ'ল আচল সাংঘাতিক । ,0,0
376,তেওঁ এই ধৰণৰ নিউজ পৰিবেশন কৰি থাকিলে তেওঁক আশা কৰো চৰকাৰে অনতিপলমে ভাৰত ৰত্ন প্ৰদান কৰিব ।,0,0
377,কাহিনী বনায়ে দিলে ৷ দেৰিকৈ গৈ পালে বুলি ক’ত গম পালে ?,0,0
378, অৰিজিনেল ভিডিঅটোত তেনে কোনো কথা নাই ৷,0,0
379,দেৰিকৈ অহা কাৰণে তাক যেনেকৈ আঁৰতি কৰিলে তোকো তেনেদৰে আঁৰতি কৰিব লগীয়া হৈছে ।,0,0
380, ছ’চিয়াল মিডিয়াৰ ভিডিঅ’ বৰ্ণনা কৰিটোৱে সাংবাদিকতা নহয় । ক’ত কি ভাইৰেল হয় তাৰেই খবৰ লৈ থাকা নেকি ?,0,0
381,দেৰীকৈ হলেও খাদ্য খাবলৈ পাব সেয়ে চাগৈ মনৰ আনন্দত এনেদৰে আদৰণি জনোৱা হল ভাল লাগিছে,0,0
382,ৰাচতাত হয়তো জাম থকাৰ ফলত সময় মতে আহিব পৰা নাই,0,0
383,ইচ ৰাম ঘন্টা নিউজ !! তেওঁ নিজেই জাৱ লাগে খাদ্য আনিবলৈ অলপ সোনকাল হল হেতেন 😄☺😄😃,0,0
384,এইবোৰ মৰক আমাৰ কি আহে যায়।,1,0
385,toi nomora kiy সিহঁতে উপায়হীন হৈ এনেকৈ যাত্রা কৰিব লগা হৈছে,1,0
386,ঐ চোৱা মোক news চাবলৈ দিয়া দিষ্টাব নিদিবা মই ঠিকা লোৱা নাই তোমালোকক বাৰে বাৰে reply দিবলৈ। ,0,0
387,ওপৰৰ হিদয়হীন মহান নাৰীজনীয়ে কি মন্তব্য কৰিছিল মই সেই প্ৰসংগৰ reply দিছিলোঁ। ,0,0
388,"তাই লিখিছিল "" এইবোৰ মৰক আমাৰ কি আহে যায়"" তাইৰ এয়ে মানৱতা নেকি , ",0,0
389,সেইকাৰণে মোৰ খং উঠিছে কোনোবা আমাৰ হিন্দু লগ বন্দু ঢুকালে আমাৰ চকু পানী ওলায় যায়। ,0,0
390,আনকি সেই যোৱা পৰখি মাজুলীৰ ভন্টি তোৰ অকাল মৃত্যুত সকলোৱে চকুপানী টুকিছে।,0,0
391,মোকো এনেকৈ ফটো উঠিবলৈ টনা-আঁজোৰা কৰিব বুলিহে বিমানত নাযাওঁ 🙈কিয়া বুলি ভাবতা হায়🤣,0,0
392,বাইদেউৰ চাগে হাগাও লাগি থাকিব পাৰে।,0,0
393,আপোনালোকে কিয় টনা-আঁজোৰা কৰি থাকে হেই।,0,0
394,এইজনীৰ কাম নাই এতিয়া ৷,1,0
395,Expiry date পাৰ হোৱা ঔষধৰ নিচিনা ৷,0,0
396,তুলনি বিয়াত মৰ্টন ভাগ কৰা দি কৰিছে এ,0,0
397,তাতে এই সাংবাদিকজনেও চাগে চাঞ্চ নোলোৱাকৈ থকা নাই ।,0,0
398,মোকো সেইদিনা এনেকে কৰিছিল কাৰনে মই বিমান বনদৰ বয়কত কৰিলো ৰাইজ ...,0,0
399,"এইখন অসম হয়,ইয়াত এবাৰ ছেল্ফি উঠিলে আজীৱন কাম বন নকৰা কৈ চলি যাব পাৰি।",0,0
400,তে কি হ'ল ! টনা আজোৰা কৰোতে কৰিণাৰ কাপোৰ আৰু কিবা ফাটিল নেকি সেইটোহে চা 😜,0,0
401,কি পাই হিহঁতে এইবোৰ কৰি ফটো মাৰি চি নিজকে লাজ লাগে। ,0,1
402,হিহঁত আপোনালোকৰ ভগৱান নেকি,0,1
403,মই লগত পালেও নোশুও😂😂😂,1,0
404,এইচব পাগল কুকুৰে কামোৰা অনুৰাগীৰ কাৰনেই টো ইহঁত বহুত অহংকাৰী হয়,1,1
405,ধকৰা নিউজ মুম্বাই বিমান বন্দৰৰ নিউজ ইয়াত দি আছা,0,0
406,এইজনীৰ লগতো ছেল্‌ফী উঠেনে ?,0,0
407,জয়ন্ত দাসে ভাল কথা কওঁতে তেওঁ ক অপমান কৰিছিল । এতিয়া উচিত তদন্ত হবনে,0,0
408,হাততলৈ আকৌ পূজা কৰক আমাৰ শুভেচ্ছা আছে তেওঁলৈ।,0,0
409,তেওঁ নিজৰ স্বাৰ্থ কে পূৰণ হওক ।,0,0
410,নহ’লে তাই Media পৰা নিজক নুলুকালেহেতেন ৷,0,1
411,অধ্যক্ষৰ লগত যৌনক্ষুধা পুৰণ কৰা সেই নষ্ট চৰিত্ৰৰ ছোৱালী জনীয়েই নিশ্চিতভাৱে আগতে যৌন তাৰণা পুৰনৰ প্ৰস্তাৱ দিছিলে ৷,1,1
412,নিতুমণি দাদা ভালে থাকক আপুনি সমালোচনা খেনি আশীৰ্বাদ হিচাপে আগুৱাই যাওঁক হেঁপাহৰে।,0,0
413,"আপুনি সকলো বিষয়ে অধ্যয়ন কৰি সমাধান দিব পৰা এজন ব্যক্তি, ভাল মানুহ আৰু বেয়া মানুহক অধ্যয়ন কৰিব পৰা এজন ব্যক্তি। ",0,0
414,"।।। ঘেণ্টা!!!
তই সাধাৰণ VCD এখনৰ নৃত্য পৰিচালক নহয়। তই ভাল VCD এখনত নাচি পইচ নাই ।",0,0
415,নে তই চিনেমাৰ বিখ্যাত নৃত্য পৰিচালক ?।।।,0,0
416,নে তই মাইকেল জেকচনৰ জীয়েক? ,0,0
417, নৃত্য ত P.H.D. আছে নেকি তোৰ ? ,0,0
418,.নাৰীয়েই মেকআপ কৰিব লৰাই তো লিপষ্টিক কাজল লগাই ওলাই যাব নোৱাৰে  বেয়া নাপাবা কোৱাৰ বাবে,0,0
419, তোমাৰ মা ও  হয় তো প্রসাধনৰ নামত কিবা অলপ সালনিহে ঘৰৰ পৰা বাহিৰলৈ ওলাই যায়....,0,1
420,।পাৰিলে মোক ক্ষমা কৰি দিব লিখাৰ কাৰনে।,0,1
421,ক্ষমা কৰি দিয়াটোহে সচা মানুহৰ প্ৰকৃত হৃদয়।,0,0
422,ক্ষমা খুজি নহয় তেওলোকে ।।,0,0
423,"মানুহে ভুল কৰেই, সেই ভুলক শুদ্ধৰনি কৰিব সুজোক দিয়ক। ",0,0
424,অপোনালোকক অনুগ্ৰহ কৰিছো তেওলোকক সমালোচনা কৰা বন্ধ কৰক।। ,0,0
425,মই তেওলোকক এগৰাকী শিল্পী হিচাপেই চিনি পাও।।,0,0
426,"সিহঁত ""social servant"" হে। তাৰ বাহিৰে বেলেগ একো নহয়।",1,0
427,সিহঁতে চল পাই এতিয়া লগাতকৈ বেছি আগবাঢ়ি গৈছে। ,0,0
428,মিলা প্ৰীতিৰে ভিডিঅবোৰ বনাব লাগে।একেই অসমীয়া লৰা হয়।মিলি জুলি আগবাঢ়িব লাগে।,0,0
429,লগৰ লৰাক তেনেকুৱা ব্যৱহাৰ কৰিব নাপায়।সূৰ্যই ধেমালী কৰিছিল।তুমি কিন্তু বহুত বেছি দেখাই দিলা।,0,0
430,"কিন্তু আতিয়া ভিডো তু চাই নকুয়া লগিছে, তুমালকে কোথা বুৰ বুজি এ নাপালা... কোনো লাজ নাই, কোনো দোষী অনুভৱ নাই...",1,0
431,তুমি আগতেই ভিদেওতো shere কৰিব নালাগিছিল।,0,0
432,স্বাৰ্থপৰ সিহঁত নহয় তুমি হয় কাৰণ কথাটো তোমালোকৰ মাজতেই সামৰি ৰাখিব পৰিলা হেতেন ।,1,0
433,কাৰণ সিহঁতেও তোমাক কৰোঁ বুলি একো কৰা নাছিল মাত্ৰ এটা ধেমালি কৰিব খুজিছিল ।,0,0
434,"মানুহৰ পৰা এনেকৈ পইচা লোৱাটো কোনো ধৰণৰ যুক্তি নহয় ,এ টকা টো পইচা ।",1,0
435, তাইৰ 2 লাখ মানুহ আছিল বাবে তেনেকৈ কৈ পইচা জমা কৰিব বিচাৰিছিল আমি বোৰে কি কৰিলোঁ হয়।,1,0
436,আৰু  আমি recharge ভৰাও তহতৰ ভিডিঅ'বোৰ  YouTube ত চাবলৈ আৰু কি তহতক birthday party কৰিবলৈ আমিয়েই পইচা দিব লাগে নেকি কেলা কাম নাই 😡😡😡,1,0
437,পইচা মানুহক বিপদ লাগে।তাকে বেয়া কৈ কিয় coment diye হেই কাৰণে অসম খন পিছ পৰা,0,0
438,enjoy কৰিবি তহঁতি।তুৰ মতলব ভালকৈয়ে গম পালো।মতলবি হয় দুইটা।অকল লুটিব বিচাৰ মানুহক।,1,0
439,তহঁতক চাপ্লা কাপোৰ লবলৈ birthday পাতিবলৈও পইছা দিব লাগে আমি।,0,0
440,নেপাই বুজিছ মানুহক ইমান বুৰ্বক বনাবলৈ 😠 তহঁতি কিমান জনক সহায় কৰি পাইছ ।,1,0
441,"phone, dresses যদি চব free কে পাই থাক ভাবিছিলি birthday party টো free কে পাতিম বুলি।",1,0
442,"তহঁতক মানে চব ফিৰিতেই লাগে ,I",0,0
443,এতিয়া তাপমাত্ৰা বাঢ়িছে নে আমাৰ সহন শক্তি কমিছে?,0,0
444,আকৌ ছাত্ৰ আন্দোলন।কিয় বাবে বাবে অসমৰ ছাত্ৰ ছাত্ৰী য়ে অধিকাৰ বাবে আন্দোলন কৰিব লাগে।,0,0
445,ভৱিষ্যতৰ জন্ম দিৱস আহিজাবো... তেওঁলোকে কেলা লাজ লাগিছে কি ইউটিউবাৰ মানোবি... মানোবিক বিয়া নাপাউ কিন্টু ইবুৰ হোল ভাল নালেজ কুও...?,0,0
446,"ভাল চিন্তা কৰিছে দাদা। আগবাঢ়ি যোৱা এনেদৰে। ‌‌।

",0,0
447,"পৰিৱেশটো ধুনীয়া, অসমীয়া গানেৰে সৈতে।",0,0
448,মৰমবোৰ মৰম হৈয়ে থাকিব দিয়া ৰাইজে দেখিলে বেয়া নজৰ লাগিব বাকী পথাৰলে এনেকৈ অকলসৰে নাহিবা মোৰ হাতত ধৰি আহিবা নহলে মানুহে খেতি এৰি তোমাক চাবলে ভিৰ কৰিব অকে বাই তেক কেয়াৰ,0,0
449,ইমানৰ পিছতো মাত নুবুজে? কাম নাই!,1,0
450,"এইবোৰ কি কৰি আছা হয় , একো কাম নাই",1,0
